Country,Year,Disease,Disease Category,Prevalence,Incidence,Mortality,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Recovery Rate (%),Improvement in 5 Years (%),Urbanization Rate (%)
Turkey,2023,Hypertension,Respiratory,6.81,12.21,5.68,246669.0,63.52,2.55,5.81,66.78,1.89,89.06
Russia,2020,Asthma,Neurological,11.09,10.17,5.58,644680.0,69.95,2.04,4.45,73.09,7.29,47.24
Turkey,2021,Hypertension,Metabolic,1.31,9.57,3.51,542606.0,54.04,0.79,6.36,86.55,6.75,48.27
UK,2021,Diabetes,Metabolic,19.12,14.16,7.03,304443.0,77.07,2.55,6.63,73.77,0.04,64.64
Argentina,2024,Asthma,Metabolic,1.47,10.9,2.95,661928.0,86.25,0.97,1.65,65.39,2.03,64.52
Turkey,2024,Cancer,Metabolic,8.21,12.78,0.92,483819.0,73.35,2.64,6.15,52.63,2.66,54.07
South Africa,2023,Diabetes,Autoimmune,6.29,6.63,3.96,954246.0,58.67,4.87,3.34,70.9,4.4,20.35
France,2024,Hypertension,Respiratory,19.6,4.52,1.1,258740.0,87.7,1.5,6.01,97.52,0.08,55.0
Germany,2021,Cancer,Metabolic,1.73,7.45,3.94,495876.0,81.31,4.51,2.81,54.76,5.71,53.88
USA,2023,Cancer,Cardiovascular,11.99,14.45,8.81,266264.0,53.15,1.26,6.25,60.3,6.85,46.89
Turkey,2021,Cancer,Genetic,17.94,12.78,8.06,358397.0,68.05,1.69,6.91,94.7,6.35,47.13
UK,2024,Cancer,Genetic,9.16,7.75,7.46,926143.0,96.42,4.25,8.19,81.63,2.18,75.83
India,2020,Cancer,Bacterial,13.65,10.24,4.29,258795.0,63.84,3.24,4.41,53.1,4.52,20.51
South Africa,2022,Asthma,Respiratory,14.24,1.86,1.79,185907.0,96.35,4.17,2.89,52.75,8.25,40.42
Turkey,2023,Asthma,Parasitic,3.11,7.09,2.1,35083.0,64.25,1.76,2.67,59.89,9.97,42.71
USA,2021,Hypertension,Genetic,15.35,0.53,8.54,184412.0,94.21,0.87,1.19,81.46,6.03,53.7
France,2022,Hypertension,Parasitic,2.24,11.32,9.73,965606.0,90.46,0.8,1.71,52.31,5.88,68.06
China,2021,Hypertension,Metabolic,16.87,7.11,4.5,200425.0,94.56,4.45,6.07,66.4,5.28,72.64
Australia,2023,Hypertension,Chronic,13.14,6.93,4.31,482833.0,95.4,1.02,8.76,86.45,4.36,52.67
USA,2023,Hypertension,Respiratory,17.57,0.38,9.13,268388.0,93.57,2.84,4.67,62.95,4.35,43.35
Nigeria,2021,Hypertension,Chronic,1.27,14.26,9.4,333386.0,80.45,2.7,4.56,62.7,3.92,36.76
Australia,2021,Asthma,Respiratory,16.64,2.67,0.82,989544.0,80.14,1.35,5.49,69.28,8.59,37.74
Indonesia,2022,Cancer,Autoimmune,2.79,5.23,4.94,104896.0,52.4,1.19,5.64,56.6,3.31,62.1
Germany,2021,Asthma,Bacterial,17.84,3.89,1.98,931007.0,57.77,1.41,2.6,65.88,4.31,29.3
Brazil,2022,Cancer,Infectious,12.1,7.31,0.19,323013.0,87.47,1.09,8.56,57.88,4.52,24.45
South Africa,2022,Cancer,Bacterial,14.83,10.45,4.59,703476.0,80.3,3.47,2.32,51.18,6.72,89.37
Nigeria,2021,Diabetes,Respiratory,5.1,4.57,6.91,86071.0,81.19,2.57,0.87,90.2,2.37,36.15
Italy,2020,Cancer,Respiratory,4.66,2.89,8.99,226678.0,62.4,3.21,3.36,66.13,8.82,87.76
Indonesia,2020,Diabetes,Genetic,17.7,3.04,9.19,953456.0,57.56,4.58,2.37,62.2,7.43,34.79
Japan,2024,Diabetes,Viral,14.97,12.41,7.94,303919.0,54.56,4.65,9.63,59.16,7.23,47.24
South Korea,2022,Hypertension,Neurological,16.77,7.7,9.7,516186.0,75.09,2.8,9.88,77.28,9.75,60.7
Argentina,2023,Cancer,Respiratory,8.76,14.93,0.51,189085.0,81.33,3.75,8.05,73.11,6.3,22.86
USA,2022,Diabetes,Infectious,19.56,3.3,8.23,451863.0,72.82,4.63,5.85,97.0,1.49,48.51
Argentina,2023,Hypertension,Chronic,9.37,3.33,9.43,141294.0,58.54,2.0,2.79,68.19,6.53,38.39
France,2021,Hypertension,Parasitic,16.32,4.48,7.12,84353.0,54.84,1.55,1.6,80.88,7.98,61.03
Brazil,2024,Cancer,Viral,19.93,14.5,8.19,424376.0,77.29,1.87,9.42,79.94,0.26,25.75
Mexico,2023,Diabetes,Cardiovascular,7.13,3.08,6.95,937481.0,87.75,3.16,4.74,88.04,1.48,41.07
Indonesia,2021,Hypertension,Neurological,15.87,3.59,3.21,200987.0,91.72,3.85,6.45,70.72,8.56,48.38
UK,2020,Hypertension,Viral,10.25,6.71,7.2,876700.0,71.43,2.52,3.23,97.85,8.1,26.48
Nigeria,2021,Asthma,Respiratory,7.91,13.02,0.67,218557.0,88.35,4.48,7.8,58.16,1.77,69.13
India,2024,Cancer,Metabolic,7.53,11.44,3.43,171581.0,60.18,2.91,1.08,84.59,7.55,77.85
Russia,2024,Hypertension,Metabolic,11.01,13.67,7.21,522638.0,57.3,3.47,1.63,78.33,3.59,74.6
France,2021,Asthma,Viral,16.24,7.05,7.07,908526.0,67.31,4.79,3.4,59.8,1.46,64.71
South Korea,2022,Asthma,Viral,14.46,14.83,8.67,417027.0,69.82,3.12,1.13,95.84,3.89,82.94
Russia,2022,Asthma,Respiratory,5.52,3.71,1.79,633231.0,94.3,3.12,4.99,88.24,8.26,43.09
Canada,2022,Cancer,Metabolic,14.98,14.18,0.56,245144.0,96.38,3.6,7.13,53.83,6.25,28.26
Saudi Arabia,2021,Hypertension,Infectious,13.13,2.56,0.59,710320.0,70.32,0.87,3.75,80.69,3.9,34.32
France,2021,Hypertension,Metabolic,10.31,10.47,5.12,627045.0,61.65,0.51,8.05,97.07,0.04,67.82
Australia,2021,Asthma,Genetic,7.98,9.76,8.72,101780.0,65.79,3.5,0.54,83.03,1.8,42.09
South Africa,2021,Asthma,Chronic,5.42,4.84,6.96,28773.0,76.72,3.87,6.93,63.75,8.83,28.55
Indonesia,2020,Diabetes,Infectious,8.29,10.22,8.52,784014.0,59.33,2.31,1.15,67.3,0.34,57.4
Argentina,2021,Hypertension,Autoimmune,4.76,10.03,2.68,165159.0,74.44,0.6,2.62,72.67,9.85,69.85
Mexico,2023,Hypertension,Respiratory,4.06,13.33,2.55,189885.0,90.95,0.87,9.4,55.09,1.65,62.72
Australia,2021,Hypertension,Viral,13.35,6.71,9.92,310695.0,59.11,4.23,6.76,73.68,0.9,67.38
China,2020,Hypertension,Viral,19.84,12.6,3.67,663947.0,84.44,0.96,1.87,76.59,9.18,23.42
Russia,2021,Diabetes,Chronic,17.18,6.77,2.72,857311.0,67.4,0.74,5.42,89.99,6.22,38.93
UK,2024,Asthma,Chronic,9.66,14.51,8.1,486254.0,54.15,4.9,9.89,66.9,3.26,59.66
South Africa,2023,Cancer,Respiratory,13.98,5.15,3.16,95685.0,87.3,2.49,2.94,71.74,3.46,64.51
Nigeria,2021,Diabetes,Genetic,5.49,3.46,4.93,806581.0,90.6,1.98,7.15,93.18,4.47,62.57
Nigeria,2024,Asthma,Parasitic,0.58,2.38,0.74,229444.0,63.14,2.73,6.99,63.98,1.39,69.58
South Africa,2021,Cancer,Metabolic,16.18,9.11,4.94,389258.0,55.11,3.46,4.05,93.6,9.58,70.82
Germany,2023,Asthma,Chronic,1.89,0.88,5.85,361388.0,51.73,3.44,0.69,91.0,5.57,67.36
France,2022,Asthma,Chronic,6.34,11.55,9.25,195600.0,54.43,1.03,4.36,93.95,8.66,67.06
UK,2022,Cancer,Respiratory,0.24,13.16,6.42,887962.0,64.1,3.12,3.41,82.8,9.48,70.39
USA,2020,Diabetes,Viral,2.41,10.8,8.53,242029.0,83.86,3.55,8.56,84.05,7.45,21.0
Russia,2023,Asthma,Chronic,13.2,5.49,2.11,132759.0,72.62,3.4,2.57,54.53,1.16,55.86
Canada,2023,Diabetes,Autoimmune,14.99,12.43,5.78,81024.0,86.11,1.85,5.14,96.54,2.87,66.72
Germany,2023,Hypertension,Genetic,15.06,0.65,4.64,218647.0,53.71,4.39,7.82,88.18,6.43,28.16
South Africa,2021,Hypertension,Infectious,6.27,10.62,3.59,418486.0,57.52,1.78,6.56,84.97,6.95,59.84
USA,2020,Cancer,Autoimmune,11.45,12.84,1.45,756382.0,67.24,1.56,1.43,89.23,1.84,44.11
Argentina,2024,Diabetes,Bacterial,6.09,11.35,4.97,265622.0,50.59,2.76,5.09,58.52,5.73,39.18
Russia,2024,Asthma,Cardiovascular,0.69,5.42,5.07,715536.0,50.15,3.02,8.14,74.59,1.76,84.87
Indonesia,2020,Hypertension,Viral,14.69,3.88,9.99,831747.0,62.19,3.69,5.62,77.56,7.2,81.27
Brazil,2021,Cancer,Bacterial,19.86,12.0,3.18,132357.0,87.66,4.87,5.81,76.72,6.0,28.97
Canada,2022,Diabetes,Cardiovascular,16.23,14.17,6.95,524820.0,56.11,2.9,6.56,79.47,7.68,38.26
Russia,2023,Hypertension,Respiratory,10.59,14.83,6.53,293741.0,96.63,3.03,5.47,68.47,2.36,63.17
Australia,2023,Cancer,Genetic,15.13,5.19,7.65,839098.0,72.35,4.53,3.96,69.69,6.52,47.23
India,2021,Asthma,Infectious,3.47,11.3,5.48,965764.0,88.19,1.82,6.91,53.35,5.04,61.94
Germany,2024,Asthma,Viral,19.2,3.53,6.73,989989.0,96.48,0.6,4.45,84.88,5.7,30.24
Canada,2024,Hypertension,Neurological,8.94,3.79,8.37,784949.0,66.41,2.76,6.81,65.8,6.32,70.02
China,2022,Asthma,Infectious,8.65,13.9,4.03,709856.0,64.42,4.61,9.51,85.91,7.63,49.32
Italy,2023,Hypertension,Genetic,2.02,4.35,1.91,609275.0,99.64,1.68,7.58,93.85,2.49,62.93
Germany,2021,Hypertension,Neurological,12.49,8.81,8.89,118636.0,56.99,0.82,9.2,90.13,6.48,47.52
Brazil,2021,Hypertension,Bacterial,13.82,8.09,4.12,583805.0,68.17,3.6,3.42,76.77,3.54,40.11
India,2021,Hypertension,Chronic,14.43,2.5,5.89,365957.0,71.89,0.72,1.23,52.99,7.83,88.9
Canada,2022,Asthma,Viral,18.09,12.85,0.74,181345.0,74.36,2.56,2.49,76.16,9.11,73.15
Russia,2024,Hypertension,Infectious,16.76,3.82,3.52,187424.0,99.99,2.08,2.51,95.72,6.3,80.54
Canada,2020,Hypertension,Cardiovascular,18.42,1.26,9.13,112767.0,79.53,1.68,0.77,56.81,7.35,28.85
Saudi Arabia,2020,Hypertension,Cardiovascular,4.25,3.28,4.15,619089.0,61.14,4.21,4.19,77.31,7.15,61.35
Russia,2024,Cancer,Neurological,10.51,0.67,6.19,287492.0,78.04,2.32,9.3,64.15,1.67,37.72
Argentina,2024,Hypertension,Parasitic,19.84,11.88,9.12,938569.0,76.34,3.79,2.37,70.51,0.81,49.97
Italy,2020,Diabetes,Bacterial,2.91,11.74,2.18,887285.0,98.4,4.37,0.78,89.9,7.97,34.68
Nigeria,2024,Diabetes,Bacterial,6.17,11.29,0.27,967682.0,89.51,2.92,9.39,81.57,2.58,62.44
Brazil,2023,Asthma,Respiratory,14.18,13.0,4.93,357684.0,61.2,4.91,9.96,86.24,9.31,28.61
Argentina,2023,Cancer,Genetic,15.15,4.41,1.59,839592.0,65.15,1.26,6.09,85.8,0.05,51.01
Brazil,2022,Diabetes,Autoimmune,11.37,9.88,2.04,966677.0,93.02,1.48,3.64,66.2,7.66,57.05
Turkey,2020,Hypertension,Viral,10.27,9.92,2.05,687943.0,87.39,1.18,9.33,86.28,4.74,57.3
Brazil,2020,Hypertension,Genetic,9.28,2.86,1.59,136609.0,58.97,1.25,2.35,85.73,9.87,62.43
China,2022,Hypertension,Genetic,17.37,12.96,0.26,84023.0,82.06,3.06,4.5,79.81,5.55,75.65
Japan,2023,Cancer,Genetic,18.35,5.5,9.88,835092.0,65.04,2.19,5.64,81.23,5.49,67.55
Russia,2021,Hypertension,Parasitic,9.47,10.26,2.28,553964.0,87.31,2.69,3.66,86.77,8.21,24.46
Japan,2024,Hypertension,Autoimmune,6.87,11.81,8.88,6068.0,86.58,3.05,2.11,85.16,6.29,83.1
Nigeria,2023,Diabetes,Genetic,5.09,0.41,7.62,103134.0,55.16,3.5,8.82,53.76,4.73,20.76
Indonesia,2021,Asthma,Cardiovascular,3.95,13.32,6.7,856290.0,74.11,0.93,5.53,58.03,3.42,64.73
Brazil,2023,Diabetes,Chronic,16.38,3.64,2.12,334515.0,76.39,0.5,1.51,98.08,9.95,25.79
Brazil,2021,Asthma,Respiratory,8.19,10.93,6.7,369842.0,82.31,1.14,1.54,84.5,8.18,87.11
Saudi Arabia,2021,Cancer,Genetic,19.33,9.88,4.73,65152.0,84.92,1.68,2.76,93.04,0.71,61.23
Indonesia,2024,Cancer,Genetic,9.11,3.74,3.24,343497.0,51.17,2.22,3.35,52.67,2.41,49.06
UK,2024,Hypertension,Chronic,8.37,11.54,4.91,925248.0,76.98,4.96,7.16,57.28,8.28,22.35
UK,2021,Cancer,Chronic,13.89,14.37,8.64,873832.0,68.21,4.03,8.26,50.93,6.95,81.76
Nigeria,2022,Cancer,Bacterial,15.98,14.19,3.52,411571.0,95.02,1.75,8.75,80.33,0.42,81.79
Argentina,2024,Cancer,Viral,8.67,8.74,3.52,742244.0,58.19,2.39,9.82,96.96,2.94,57.12
Brazil,2022,Asthma,Neurological,4.5,2.75,1.12,493300.0,88.42,2.21,7.86,68.02,1.22,38.2
Germany,2023,Hypertension,Bacterial,7.44,2.85,3.13,47540.0,60.26,2.91,2.62,82.5,5.5,51.42
South Africa,2023,Asthma,Cardiovascular,16.71,8.57,9.09,363036.0,83.63,3.5,8.55,83.94,1.68,83.66
Germany,2022,Hypertension,Metabolic,19.11,1.81,4.26,504964.0,84.75,1.0,4.85,75.32,9.94,54.53
Saudi Arabia,2021,Cancer,Metabolic,4.0,14.66,9.21,425160.0,62.01,2.91,5.93,66.93,0.29,43.96
Saudi Arabia,2022,Hypertension,Viral,0.48,11.77,5.97,694578.0,56.87,1.52,5.14,78.03,5.45,65.59
Indonesia,2022,Asthma,Metabolic,6.57,0.2,3.87,956400.0,66.48,4.59,4.44,97.54,2.25,26.63
Brazil,2020,Asthma,Bacterial,2.1,11.97,1.76,362541.0,66.54,3.37,1.52,81.11,7.39,32.7
South Africa,2024,Hypertension,Autoimmune,19.82,4.76,7.69,478162.0,73.38,3.75,10.0,81.9,7.9,44.58
South Africa,2021,Cancer,Neurological,14.88,5.29,7.51,194093.0,56.3,4.82,6.52,88.71,4.83,22.69
India,2020,Diabetes,Metabolic,17.44,4.21,5.13,283120.0,90.38,3.08,9.84,85.42,4.24,73.38
India,2024,Asthma,Chronic,17.77,3.8,9.28,654008.0,93.37,4.46,7.08,66.1,7.86,88.4
Japan,2024,Cancer,Respiratory,19.87,7.68,4.86,775468.0,80.94,4.62,4.24,53.62,0.96,26.4
UK,2023,Hypertension,Cardiovascular,11.08,10.7,1.98,997731.0,53.66,4.99,8.27,80.63,2.1,51.01
Australia,2023,Asthma,Cardiovascular,4.11,6.98,6.77,40003.0,91.33,2.49,2.17,85.1,5.76,76.12
Indonesia,2020,Hypertension,Bacterial,16.54,2.7,3.26,629485.0,75.71,2.24,2.12,76.39,1.42,25.12
France,2023,Hypertension,Chronic,17.53,4.59,4.39,863972.0,94.77,0.5,3.88,80.62,9.46,44.18
Canada,2023,Cancer,Infectious,7.36,2.56,6.13,873865.0,71.66,3.41,3.21,88.52,1.45,60.11
Argentina,2023,Hypertension,Bacterial,6.46,2.25,4.09,336642.0,54.3,2.82,6.53,54.41,0.11,37.22
Argentina,2020,Hypertension,Parasitic,4.15,9.52,7.26,357371.0,74.88,4.14,9.71,61.55,4.31,63.58
Brazil,2024,Diabetes,Neurological,2.65,13.2,2.32,354166.0,75.73,1.58,8.54,75.25,9.46,76.79
Italy,2023,Hypertension,Parasitic,3.72,2.41,6.43,137631.0,56.55,1.99,7.42,79.08,3.77,76.22
Turkey,2023,Hypertension,Respiratory,0.8,14.7,7.8,438642.0,64.82,1.46,7.66,50.38,5.58,25.66
Brazil,2024,Diabetes,Metabolic,19.6,13.74,2.58,524042.0,65.55,4.9,1.16,84.83,6.87,31.52
South Korea,2021,Diabetes,Infectious,9.75,2.34,1.97,694008.0,72.13,1.36,4.46,77.39,8.32,71.23
South Korea,2024,Diabetes,Infectious,8.8,10.19,2.12,573682.0,88.62,2.23,2.18,78.38,3.5,70.22
South Korea,2020,Cancer,Viral,5.14,14.34,2.81,845506.0,80.84,0.72,7.18,87.06,0.72,60.89
Germany,2024,Diabetes,Genetic,12.33,5.06,7.46,694012.0,58.36,0.86,5.05,58.16,1.42,56.71
South Africa,2023,Hypertension,Genetic,14.58,1.27,9.7,588532.0,74.22,3.03,7.47,66.22,2.52,83.85
Indonesia,2023,Asthma,Autoimmune,19.22,0.63,1.75,990227.0,75.92,1.86,7.78,89.02,7.11,70.6
Argentina,2022,Cancer,Autoimmune,10.85,1.95,4.1,785251.0,78.44,0.82,5.34,55.1,0.87,74.28
France,2022,Diabetes,Infectious,13.16,10.39,2.08,689423.0,65.92,1.58,8.41,52.05,2.26,81.07
China,2020,Diabetes,Autoimmune,12.61,10.9,7.73,314346.0,66.27,2.41,1.97,59.04,9.66,77.42
Saudi Arabia,2024,Diabetes,Respiratory,4.68,9.72,0.27,310121.0,53.77,3.62,3.77,50.77,5.78,38.36
UK,2022,Hypertension,Chronic,4.17,6.04,6.06,699382.0,83.19,1.29,0.67,84.17,3.48,89.09
Saudi Arabia,2021,Diabetes,Bacterial,2.97,6.52,5.78,840551.0,65.84,3.77,8.4,73.52,9.49,69.75
China,2023,Diabetes,Bacterial,2.55,13.94,2.06,980757.0,82.76,3.86,4.85,89.22,4.57,64.63
India,2023,Asthma,Bacterial,2.07,8.68,1.05,946648.0,93.22,1.73,9.95,93.93,5.14,73.72
Nigeria,2021,Asthma,Neurological,17.76,9.39,3.28,773904.0,90.03,4.9,5.46,50.02,6.54,59.48
Indonesia,2024,Hypertension,Infectious,18.75,6.13,3.19,530066.0,54.87,1.52,7.13,78.54,0.66,38.37
India,2020,Hypertension,Infectious,14.7,8.28,0.17,257418.0,51.5,3.56,6.48,66.56,5.12,27.29
Germany,2022,Hypertension,Respiratory,15.79,4.55,0.45,446572.0,83.64,4.85,6.33,61.03,3.2,41.16
USA,2020,Asthma,Infectious,7.87,7.5,3.51,965542.0,91.27,4.96,5.36,74.18,1.02,87.09
Brazil,2023,Hypertension,Infectious,0.62,13.34,6.31,857365.0,96.6,0.9,5.67,54.36,3.86,89.84
Argentina,2022,Diabetes,Viral,9.29,10.06,5.07,620517.0,65.65,0.81,8.77,56.99,0.87,21.76
France,2021,Hypertension,Viral,13.15,10.17,0.46,912693.0,58.31,2.59,9.16,63.27,3.57,63.86
Russia,2022,Cancer,Chronic,11.19,1.79,6.71,589367.0,89.84,1.95,4.64,96.14,8.25,43.48
China,2024,Diabetes,Bacterial,2.19,13.22,6.9,767980.0,94.26,0.83,3.15,58.78,6.82,67.17
Germany,2023,Cancer,Parasitic,18.62,4.55,6.44,969801.0,52.61,2.69,5.33,69.94,9.22,43.91
Germany,2024,Cancer,Chronic,18.31,5.8,4.72,505202.0,89.69,4.75,5.59,91.15,8.59,77.45
Brazil,2020,Hypertension,Cardiovascular,17.42,11.86,5.32,423616.0,83.83,1.72,2.16,90.79,9.74,55.59
South Africa,2023,Cancer,Metabolic,4.62,2.04,0.52,692844.0,92.4,3.64,9.3,50.27,9.53,52.17
Nigeria,2021,Diabetes,Infectious,17.23,6.86,2.21,303533.0,66.76,2.91,8.87,78.77,6.19,87.96
Japan,2021,Hypertension,Parasitic,1.81,12.19,4.35,145221.0,79.73,4.59,7.75,90.94,2.5,59.58
Germany,2020,Asthma,Neurological,16.18,13.7,8.71,174843.0,92.7,3.2,6.11,58.52,8.82,28.83
Japan,2023,Diabetes,Genetic,11.61,10.45,5.16,517526.0,95.83,4.27,8.67,95.09,0.75,39.93
Saudi Arabia,2020,Diabetes,Bacterial,4.45,8.2,7.52,460320.0,94.62,3.62,1.85,95.51,0.5,64.27
Nigeria,2022,Hypertension,Neurological,8.36,8.15,1.44,193720.0,71.78,3.6,1.9,76.19,5.01,57.86
China,2020,Diabetes,Chronic,15.42,5.24,3.62,923468.0,70.15,3.92,7.53,66.42,6.15,72.75
India,2022,Cancer,Infectious,4.29,0.13,4.49,119606.0,82.69,3.97,1.46,51.16,2.81,88.27
Mexico,2023,Cancer,Metabolic,18.31,12.47,9.69,510428.0,91.71,2.9,5.46,52.55,3.85,55.49
China,2024,Diabetes,Cardiovascular,18.13,7.65,7.2,25568.0,85.37,4.01,7.28,92.69,7.45,21.8
South Africa,2022,Hypertension,Genetic,0.9,10.38,3.99,232923.0,88.35,4.29,1.5,70.76,8.39,70.56
China,2024,Asthma,Viral,2.01,13.04,0.58,494218.0,56.1,3.41,3.23,86.99,4.11,30.43
Canada,2021,Cancer,Cardiovascular,0.24,9.42,7.58,177122.0,81.76,4.75,5.61,59.18,7.66,63.99
Argentina,2022,Diabetes,Autoimmune,8.9,12.97,2.68,100186.0,60.57,3.91,6.7,80.83,3.48,38.43
France,2023,Diabetes,Viral,14.69,6.95,7.84,839859.0,82.48,3.76,4.22,89.67,2.23,51.61
Russia,2020,Cancer,Neurological,14.25,11.31,6.77,982373.0,83.17,4.59,4.3,60.15,5.19,62.36
Japan,2024,Diabetes,Parasitic,15.84,5.4,7.73,826809.0,61.59,0.58,3.31,68.13,1.51,72.38
Indonesia,2021,Hypertension,Genetic,10.43,0.78,8.64,799936.0,81.16,2.08,0.9,89.83,1.86,81.17
Russia,2024,Diabetes,Neurological,13.79,10.29,7.02,119384.0,67.6,3.52,9.96,55.17,5.84,35.02
Japan,2022,Cancer,Respiratory,5.11,3.82,2.56,854174.0,52.24,1.86,2.19,54.18,9.74,63.42
South Africa,2021,Asthma,Chronic,17.83,12.01,9.37,475714.0,57.43,4.86,5.75,63.79,5.67,83.99
Brazil,2021,Diabetes,Neurological,9.71,14.75,1.29,982883.0,89.12,1.58,5.32,93.85,5.0,49.95
Japan,2022,Hypertension,Bacterial,8.13,13.16,4.13,262340.0,95.41,2.33,1.46,66.98,8.69,21.62
China,2023,Asthma,Viral,7.75,4.3,1.88,441247.0,66.26,4.37,9.8,75.09,6.73,35.63
Mexico,2022,Hypertension,Autoimmune,6.39,0.57,9.18,846881.0,61.86,3.86,9.6,92.09,6.36,62.78
Russia,2021,Hypertension,Infectious,12.25,0.24,4.14,320864.0,62.57,3.49,5.01,67.29,0.55,62.67
Germany,2021,Hypertension,Metabolic,4.18,12.27,4.66,79296.0,61.84,4.58,7.9,88.03,2.53,25.14
Turkey,2023,Hypertension,Autoimmune,9.48,12.42,9.86,524132.0,56.46,4.19,3.64,73.27,0.47,54.65
Italy,2020,Hypertension,Respiratory,8.31,3.13,5.7,504715.0,60.41,1.21,5.32,94.97,2.09,73.56
Indonesia,2022,Hypertension,Respiratory,1.68,7.82,1.41,214541.0,62.88,3.05,3.79,57.33,2.57,72.06
Mexico,2021,Diabetes,Parasitic,5.14,9.28,8.71,313096.0,52.84,2.0,4.59,66.36,9.31,49.05
Brazil,2024,Hypertension,Cardiovascular,12.34,13.08,9.47,27728.0,71.74,3.0,6.22,73.66,9.73,47.16
Germany,2023,Diabetes,Cardiovascular,9.37,3.85,6.36,56012.0,73.01,3.09,2.15,93.71,6.45,70.4
Japan,2020,Cancer,Neurological,10.27,1.21,7.86,504185.0,70.95,4.06,2.9,68.12,3.72,69.07
Mexico,2024,Hypertension,Viral,3.13,4.61,1.71,614819.0,61.38,3.58,6.28,94.7,6.34,79.42
Indonesia,2020,Hypertension,Respiratory,0.47,14.26,8.41,954837.0,65.77,3.28,5.64,97.79,9.02,45.4
South Africa,2021,Cancer,Respiratory,9.73,6.63,0.83,465786.0,82.68,2.36,2.69,81.5,2.49,25.23
UK,2023,Hypertension,Metabolic,12.71,2.69,1.21,158575.0,55.82,3.92,6.94,78.67,7.93,23.41
UK,2022,Diabetes,Parasitic,12.39,10.58,4.9,253373.0,66.69,4.4,1.34,64.02,7.49,20.6
Japan,2021,Diabetes,Cardiovascular,3.61,14.73,4.29,777883.0,57.1,2.8,2.77,60.26,3.6,87.21
UK,2020,Asthma,Infectious,14.96,3.27,3.12,660820.0,55.14,0.56,5.15,85.06,9.75,30.68
Nigeria,2020,Asthma,Autoimmune,16.11,12.86,5.3,246603.0,52.56,2.27,7.94,52.48,0.02,54.0
Nigeria,2023,Hypertension,Neurological,15.11,0.78,3.6,264491.0,64.15,4.47,9.64,51.26,2.66,26.92
Saudi Arabia,2023,Cancer,Autoimmune,15.3,10.71,8.93,977573.0,58.12,2.58,3.93,84.22,9.32,20.16
Indonesia,2023,Diabetes,Metabolic,7.54,12.0,2.53,944579.0,76.83,4.23,2.83,84.4,8.82,89.71
India,2022,Asthma,Cardiovascular,17.53,1.68,0.68,737174.0,63.33,1.05,5.09,70.88,3.55,33.13
South Africa,2020,Cancer,Genetic,17.7,11.67,9.58,231718.0,74.51,3.19,9.39,58.6,3.55,40.58
Indonesia,2020,Diabetes,Respiratory,10.47,10.47,2.39,797646.0,75.19,2.69,2.8,83.87,7.12,42.95
South Korea,2023,Hypertension,Metabolic,2.67,1.1,8.55,128977.0,92.49,0.61,7.4,73.81,3.25,24.09
Indonesia,2024,Diabetes,Infectious,0.18,3.87,2.16,526604.0,53.98,0.63,1.19,71.4,1.38,39.37
Nigeria,2022,Cancer,Viral,8.3,14.46,6.25,160944.0,69.02,3.53,1.67,52.41,0.82,36.31
UK,2022,Diabetes,Infectious,13.57,14.54,3.21,133057.0,82.47,2.09,9.91,50.04,6.26,37.41
Japan,2024,Asthma,Autoimmune,3.43,7.37,8.42,626517.0,82.76,0.92,2.24,77.88,6.56,66.26
South Africa,2024,Cancer,Chronic,11.76,5.76,2.69,61450.0,90.3,0.97,1.98,96.72,9.17,89.98
France,2024,Hypertension,Autoimmune,2.25,11.76,7.95,241088.0,52.59,2.48,3.98,81.86,3.74,56.82
UK,2024,Asthma,Respiratory,17.33,0.82,7.94,755252.0,57.61,2.06,7.98,82.65,3.77,50.75
Mexico,2022,Asthma,Chronic,17.71,12.58,1.61,970500.0,64.45,4.96,8.78,98.57,1.6,68.33
South Korea,2023,Hypertension,Respiratory,4.54,14.29,5.3,340572.0,53.57,3.02,3.87,59.57,1.9,72.36
China,2024,Asthma,Bacterial,4.35,13.84,3.34,574079.0,99.01,1.02,4.78,64.33,3.22,78.49
India,2020,Asthma,Neurological,10.29,8.78,4.2,360734.0,56.92,3.14,0.99,54.17,7.28,43.86
Japan,2024,Cancer,Parasitic,4.21,1.87,1.54,455998.0,87.89,1.38,1.85,97.16,6.02,52.68
Canada,2020,Cancer,Infectious,10.29,2.46,6.12,822369.0,70.44,3.8,3.73,55.86,9.7,64.89
Canada,2024,Asthma,Autoimmune,11.3,3.27,8.12,982669.0,94.21,4.92,0.95,70.81,4.21,80.42
Saudi Arabia,2022,Cancer,Chronic,14.46,2.33,5.4,147791.0,90.86,2.19,9.92,83.91,1.47,39.6
France,2020,Asthma,Bacterial,17.47,9.16,8.94,959127.0,59.13,1.07,4.93,75.52,2.29,38.46
Nigeria,2023,Diabetes,Autoimmune,19.31,3.48,6.12,33982.0,73.67,2.71,2.83,61.24,2.87,56.18
Saudi Arabia,2020,Cancer,Genetic,16.2,1.7,3.81,324846.0,73.25,2.81,2.02,58.43,3.15,75.16
Australia,2020,Cancer,Cardiovascular,8.62,10.61,3.01,316235.0,98.83,1.15,5.92,93.61,9.24,29.07
